:25.0,25.0,0.0,5.831,27.56,5.686,994.451,5.635,46.592,5.66,0.23392735,5.592,1.0,1.0,100.0,1.0,1.0,-0.054,-4.656,157.755,-1.0,-1.0,0.0,-28.068,8.181,95.291,-28.068,8.181,95.291,0.0,8.181,95.291,0.0,-83.721,95.291,0.0,-83.721,-133.376,0.0,-83.721,-133.376,124.968,-83.721,-133.376,124.968,0.0,-133.376,124.968,0.0,-146.64,124.968,0.0,-146.64,-128.961,0.0,-146.64,-128.961,118.315,-146.64,-128.961,118.315,0.0,-128.961,118.315,0.0,-251.262,118.315,0.0,-251.262,-124.663,0.0,-251.262,-124.663,88.223,-251.262,-124.663,88.223,0.0,-124.663,88.223,0.0,-33.639,88.223,0.0,-33.639,-78.999;
:25.0,25.0,0.0,7.375,27.55,7.237,994.442,7.187,46.642,7.212,9.655302,7.146,1.0,1.0,100.0,1.0,1.0,-0.084,-6.04,157.349,-1.0,-1.0,0.0,-25.23,5.104,102.537,-25.23,5.104,102.537,0.0,5.104,102.537,0.0,-82.302,102.537,0.0,-82.302,-136.71,0.0,-82.302,-136.71,119.704,-82.302,-136.71,119.704,0.0,-136.71,119.704,0.0,-144.565,119.704,0.0,-144.565,-131.383,0.0,-144.565,-131.383,114.562,-144.565,-131.383,114.562,0.0,-131.383,114.562,0.0,-247.112,114.562,0.0,-247.112,-126.226,0.0,-247.112,-126.226,86.908,-247.112,-126.226,86.908,0.0,-126.226,86.908,0.0,-31.88,86.908,0.0,-31.88,-82.534;
:25.0,25.0,0.0,7.761,27.55,7.622,994.366,7.57,45.911,7.595,9.655302,7.531,1.0,1.0,100.0,1.0,1.0,-0.092,-6.603,157.501,-1.0,-1.0,0.0,-28.343,7.938,113.825,-28.343,7.938,113.825,0.0,7.938,113.825,0.0,-87.666,113.825,0.0,-87.666,-130.778,0.0,-87.666,-130.778,110.432,-87.666,-130.778,110.432,0.0,-130.778,110.432,0.0,-152.318,110.432,0.0,-152.318,-125.035,0.0,-152.318,-125.035,107.967,-152.318,-125.035,107.967,0.0,-125.035,107.967,0.0,-261.813,107.967,0.0,-261.813,-119.485,0.0,-261.813,-119.485,84.159,-261.813,-119.485,84.159,0.0,-119.485,84.159,0.0,-35.874,84.159,0.0,-35.874,-78.834;
:25.0,25.0,0.0,8.136,27.57,7.992,994.463,7.942,46.004,7.967,9.809965,7.896,1.0,1.0,100.0,1.0,1.0,-0.098,-7.201,157.29,-1.0,-1.0,0.0,-29.534,4.618,102.844,-29.534,4.618,102.844,0.0,4.618,102.844,0.0,-87.662,102.844,0.0,-87.662,-136.949,0.0,-87.662,-136.949,119.706,-87.662,-136.949,119.706,0.0,-136.949,119.706,0.0,-152.42,119.706,0.0,-152.42,-131.688,0.0,-152.42,-131.688,114.598,-152.42,-131.688,114.598,0.0,-131.688,114.598,0.0,-262.068,114.598,0.0,-262.068,-126.592,0.0,-262.068,-126.592,86.974,-262.068,-126.592,86.974,0.0,-126.592,86.974,0.0,-36.213,86.974,0.0,-36.213,-82.975;
:25.0,25.0,0.0,8.547,27.58,8.398,994.444,8.348,45.903,8.373,9.655302,8.302,1.0,1.0,100.0,1.0,1.0,-0.108,-7.822,157.332,-1.0,-1.0,0.0,-25.363,-15.851,104.979,-25.363,-15.851,104.979,0.0,-15.851,104.979,0.0,-89.42,104.979,0.0,-89.42,-169.52,0.0,-89.42,-169.52,117.473,-89.42,-169.52,117.473,0.0,-169.52,117.473,0.0,-154.589,117.473,0.0,-154.589,-159.417,0.0,-154.589,-159.417,112.922,-154.589,-159.417,112.922,0.0,-159.417,112.922,0.0,-265.659,112.922,0.0,-265.659,-149.921,0.0,-265.659,-149.921,86.203,-265.659,-149.921,86.203,0.0,-149.921,86.203,0.0,-35.919,86.203,0.0,-35.919,-108.987;
:25.0,25.0,0.0,8.917,27.57,8.788,994.423,8.738,46.294,8.763,0.17090933,8.696,1.0,1.0,100.0,1.0,1.0,-0.11,-7.824,157.51,-1.0,-1.0,0.0,-25.985,-21.342,99.214,-25.985,-21.342,99.214,0.0,-21.342,99.214,0.0,-90.829,99.214,0.0,-90.829,-180.908,0.0,-90.829,-180.908,122.356,-90.829,-180.908,122.356,0.0,-180.908,122.356,0.0,-156.678,122.356,0.0,-156.678,-169.787,0.0,-156.678,-169.787,116.479,-156.678,-169.787,116.479,0.0,-169.787,116.479,0.0,-269.648,116.479,0.0,-269.648,-159.397,0.0,-269.648,-159.397,87.647,-269.648,-159.397,87.647,0.0,-159.397,87.647,0.0,-36.864,87.647,0.0,-36.864,-116.942;
:25.0,25.0,0.0,9.309,27.55,9.164,994.441,9.115,45.704,9.139,9.499652,9.067,1.0,1.0,100.0,1.0,1.0,-0.116,-8.104,157.89,-1.0,-1.0,0.0,-29.691,-24.017,98.372,-29.691,-24.017,98.372,0.0,-24.017,98.372,0.0,-96.349,98.372,0.0,-96.349,-185.575,0.0,-96.349,-185.575,123.096,-96.349,-185.575,123.096,0.0,-185.575,123.096,0.0,-164.951,123.096,0.0,-164.951,-173.824,0.0,-164.951,-173.824,117.026,-164.951,-173.824,117.026,0.0,-173.824,117.026,0.0,-286.163,117.026,0.0,-286.163,-162.886,0.0,-286.163,-162.886,87.869,-286.163,-162.886,87.869,0.0,-162.886,87.869,0.0,-41.037,87.869,0.0,-41.037,-120.555;
:25.0,25.0,0.0,9.698,27.57,9.57,994.473,9.52,46.724,9.545,0.31119445,9.476,1.0,1.0,100.0,1.0,1.0,-0.13,-8.464,157.467,-1.0,-1.0,0.0,-26.581,-27.526,86.208,-26.581,-27.526,86.208,0.0,-27.526,86.208,0.0,-90.507,86.208,0.0,-90.507,-194.81,0.0,-90.507,-194.81,132.548,-90.507,-194.81,132.548,0.0,-194.81,132.548,0.0,-156.227,132.548,0.0,-156.227,-183.345,0.0,-156.227,-183.345,123.988,-156.227,-183.345,123.988,0.0,-183.345,123.988,0.0,-268.913,123.988,0.0,-268.913,-172.653,0.0,-268.913,-172.653,90.35,-268.913,-172.653,90.35,0.0,-172.653,90.35,0.0,-36.902,90.35,0.0,-36.902,-125.885;
:25.0,25.0,0.0,10.089,27.55,9.96,994.479,9.909,45.698,9.934,0.18533483,9.866,1.0,1.0,100.0,1.0,1.0,-0.133,-8.466,157.755,-1.0,-1.0,0.0,-26.131,-35.974,85.14,-26.131,-35.974,85.14,0.0,-35.974,85.14,0.0,-92.424,85.14,0.0,-92.424,-213.266,0.0,-92.424,-213.266,133.64,-92.424,-213.266,133.64,0.0,-213.266,133.64,0.0,-158.945,133.64,0.0,-158.945,-198.911,0.0,-158.945,-198.911,124.84,-158.945,-198.911,124.84,0.0,-198.911,124.84,0.0,-273.916,124.84,0.0,-273.916,-185.734,0.0,-273.916,-185.734,90.707,-273.916,-185.734,90.707,0.0,-185.734,90.707,0.0,-37.795,90.707,0.0,-37.795,-138.916;
:25.0,25.0,0.0,10.494,27.57,10.35,994.452,10.3,45.757,10.325,0.22653477,10.257,1.0,1.0,100.0,1.0,1.0,-0.147,-8.737,157.695,-1.0,-1.0,0.0,-26.976,-32.591,90.119,-26.976,-32.591,90.119,0.0,-32.591,90.119,0.0,-93.492,90.119,0.0,-93.492,-204.236,0.0,-93.492,-204.236,129.128,-93.492,-204.236,129.128,0.0,-204.236,129.128,0.0,-160.494,129.128,0.0,-160.494,-190.562,0.0,-160.494,-190.562,121.393,-160.494,-190.562,121.393,0.0,-190.562,121.393,0.0,-277.108,121.393,0.0,-277.108,-177.971,0.0,-277.108,-177.971,89.354,-277.108,-177.971,89.354,0.0,-177.971,89.354,0.0,-38.697,89.354,0.0,-38.697,-133.245;
